"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Nov 29 05:15:25 GMT 2021","Mon Nov 29 05:15:25 GMT 2021","2","unittests","test_haclient","TestHaClient","","","test_toggle_lights","Test toggle functionality"
"passed","Mon Nov 29 05:15:25 GMT 2021","Mon Nov 29 05:15:25 GMT 2021","0","unittests","test_haclient","TestHaClient","","","test_mock_ssl","Test with ssl"
"passed","Mon Nov 29 05:15:28 GMT 2021","Mon Nov 29 05:15:29 GMT 2021","937","","behave","","","","read sensor",""
"passed","Mon Nov 29 05:15:39 GMT 2021","Mon Nov 29 05:15:40 GMT 2021","932","","behave","","","","increase light brightness",""
"passed","Mon Nov 29 05:15:25 GMT 2021","Mon Nov 29 05:15:25 GMT 2021","0","unittests","test_haclient","TestUrlChecker","","","test_ipv6_with_port","Test regex parsing user inputted as ipv6 with port"
"passed","Mon Nov 29 05:15:25 GMT 2021","Mon Nov 29 05:15:25 GMT 2021","0","unittests","test_haclient","TestUrlChecker","","","test_ip_four","Test regex parsing user inputted url as ip v4 address"
"passed","Mon Nov 29 05:15:40 GMT 2021","Mon Nov 29 05:15:40 GMT 2021","341","","behave","","","","decrease light brightness",""
"passed","Mon Nov 29 05:15:40 GMT 2021","Mon Nov 29 05:15:41 GMT 2021","408","","behave","","","","turn off light",""
"passed","Mon Nov 29 05:15:30 GMT 2021","Mon Nov 29 05:15:31 GMT 2021","629","","behave","","","","turn off switch",""
"passed","Mon Nov 29 05:15:42 GMT 2021","Mon Nov 29 05:15:43 GMT 2021","1035","","behave","","","","set climate temperature",""
"passed","Mon Nov 29 05:15:43 GMT 2021","Mon Nov 29 05:15:49 GMT 2021","6009","","behave","","","","add item",""
"passed","Mon Nov 29 05:15:30 GMT 2021","Mon Nov 29 05:15:30 GMT 2021","385","","behave","","","","toggle on switch",""
"passed","Mon Nov 29 05:15:25 GMT 2021","Mon Nov 29 05:15:25 GMT 2021","0","unittests","test_haclient","TestUrlChecker","","","test_ip_six_full","Test regex parsing user inputted url as ip v6 address"
"passed","Mon Nov 29 05:15:29 GMT 2021","Mon Nov 29 05:15:30 GMT 2021","391","","behave","","","","toggle off switch",""
"passed","Mon Nov 29 05:15:31 GMT 2021","Mon Nov 29 05:15:32 GMT 2021","1028","","behave","","","","turn on light",""
"passed","Mon Nov 29 05:15:41 GMT 2021","Mon Nov 29 05:15:41 GMT 2021","584","","behave","","","","triger automation",""
"passed","Mon Nov 29 05:15:25 GMT 2021","Mon Nov 29 05:15:25 GMT 2021","1","unittests","test_haclient","TestUrlChecker","","","test_ip_six_all","Test regex parsing user inputted url as ip v6 address"
"passed","Mon Nov 29 05:15:32 GMT 2021","Mon Nov 29 05:15:39 GMT 2021","7047","","behave","","","","set light brightness",""
"passed","Mon Nov 29 05:15:25 GMT 2021","Mon Nov 29 05:15:25 GMT 2021","0","unittests","test_haclient","TestHaClient","","","test_broke_entity","Test behavior with non-exist entity"
"passed","Mon Nov 29 05:15:25 GMT 2021","Mon Nov 29 05:15:25 GMT 2021","0","unittests","test_haclient","TestHaClient","","","test_mock_ssl_no_port","Test with ssl and without port number specified"
"passed","Mon Nov 29 05:15:25 GMT 2021","Mon Nov 29 05:15:25 GMT 2021","0","unittests","test_haclient","TestUrlChecker","","","test_wrong_entry","Test regex parsing user inputted url that should fail"
"passed","Mon Nov 29 05:15:25 GMT 2021","Mon Nov 29 05:15:25 GMT 2021","4","unittests","test_haclient","TestUrlChecker","","","test_check_ip_with_hostname","Test regex parsing user inputted url as hostname"
"passed","Mon Nov 29 05:15:41 GMT 2021","Mon Nov 29 05:15:42 GMT 2021","1007","","behave","","","","tracker",""
"passed","Mon Nov 29 05:15:29 GMT 2021","Mon Nov 29 05:15:29 GMT 2021","334","","behave","","","","turn on switch",""
"passed","Mon Nov 29 05:15:25 GMT 2021","Mon Nov 29 05:15:25 GMT 2021","26","unittests","test_haclient","TestHaClient","","","test_light_nossl","Test base turn on/off behavior.
         This need running HA session!
        "
