"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Nov 10 05:04:35 GMT 2021","Wed Nov 10 05:04:36 GMT 2021","1019","","behave","","","","turn off switch",""
"passed","Wed Nov 10 05:04:53 GMT 2021","Wed Nov 10 05:05:04 GMT 2021","10303","","behave","","","","tracker - where skill conflict #1",""
"passed","Wed Nov 10 05:04:44 GMT 2021","Wed Nov 10 05:04:44 GMT 2021","417","","behave","","","","set light brightness",""
"passed","Wed Nov 10 05:04:28 GMT 2021","Wed Nov 10 05:04:28 GMT 2021","1","unittests","test_haclient","TestUrlChecker","","","test_ipv6_with_port","Test regex parsing user inputted as ipv6 with port"
"passed","Wed Nov 10 05:04:28 GMT 2021","Wed Nov 10 05:04:28 GMT 2021","0","unittests","test_haclient","TestUrlChecker","","","test_ip_six_full","Test regex parsing user inputted url as ip v6 address"
"passed","Wed Nov 10 05:04:45 GMT 2021","Wed Nov 10 05:04:46 GMT 2021","663","","behave","","","","turn off light",""
"passed","Wed Nov 10 05:04:34 GMT 2021","Wed Nov 10 05:04:35 GMT 2021","395","","behave","","","","toggle on switch",""
"passed","Wed Nov 10 05:04:28 GMT 2021","Wed Nov 10 05:04:28 GMT 2021","1","unittests","test_haclient","TestHaClient","","","test_mock_ssl","Test with ssl"
"passed","Wed Nov 10 05:04:28 GMT 2021","Wed Nov 10 05:04:28 GMT 2021","1","unittests","test_haclient","TestUrlChecker","","","test_ip_six_all","Test regex parsing user inputted url as ip v6 address"
"passed","Wed Nov 10 05:04:45 GMT 2021","Wed Nov 10 05:04:45 GMT 2021","355","","behave","","","","decrease light brightness",""
"passed","Wed Nov 10 05:05:04 GMT 2021","Wed Nov 10 05:05:14 GMT 2021","10303","","behave","","","","tracker - where skill conflict #2",""
"passed","Wed Nov 10 05:04:28 GMT 2021","Wed Nov 10 05:04:28 GMT 2021","33","unittests","test_haclient","TestHaClient","","","test_light_nossl","Test base turn on/off behavior.
         This need running HA session!
        "
"passed","Wed Nov 10 05:04:34 GMT 2021","Wed Nov 10 05:04:34 GMT 2021","398","","behave","","","","toggle off switch",""
"passed","Wed Nov 10 05:05:14 GMT 2021","Wed Nov 10 05:05:24 GMT 2021","10303","","behave","","","","tracker - where skill conflict #3",""
"passed","Wed Nov 10 05:04:28 GMT 2021","Wed Nov 10 05:04:28 GMT 2021","0","unittests","test_haclient","TestUrlChecker","","","test_wrong_entry","Test regex parsing user inputted url that should fail"
"passed","Wed Nov 10 05:04:32 GMT 2021","Wed Nov 10 05:04:33 GMT 2021","1171","","behave","","","","read sensor",""
"passed","Wed Nov 10 05:04:36 GMT 2021","Wed Nov 10 05:04:44 GMT 2021","8192","","behave","","","","turn on light",""
"passed","Wed Nov 10 05:04:28 GMT 2021","Wed Nov 10 05:04:28 GMT 2021","0","unittests","test_haclient","TestHaClient","","","test_broke_entity","Test behavior with non-exist entity"
"passed","Wed Nov 10 05:04:28 GMT 2021","Wed Nov 10 05:04:28 GMT 2021","1","unittests","test_haclient","TestHaClient","","","test_mock_ssl_no_port","Test with ssl and without port number specified"
"passed","Wed Nov 10 05:05:24 GMT 2021","Wed Nov 10 05:05:25 GMT 2021","361","","behave","","","","set climate temperature",""
"passed","Wed Nov 10 05:04:28 GMT 2021","Wed Nov 10 05:04:28 GMT 2021","1","unittests","test_haclient","TestUrlChecker","","","test_ip_four","Test regex parsing user inputted url as ip v4 address"
"passed","Wed Nov 10 05:04:33 GMT 2021","Wed Nov 10 05:04:34 GMT 2021","390","","behave","","","","turn on switch",""
"passed","Wed Nov 10 05:04:44 GMT 2021","Wed Nov 10 05:04:45 GMT 2021","394","","behave","","","","increase light brightness",""
"passed","Wed Nov 10 05:04:46 GMT 2021","Wed Nov 10 05:04:46 GMT 2021","372","","behave","","","","triger automation",""
"passed","Wed Nov 10 05:04:28 GMT 2021","Wed Nov 10 05:04:28 GMT 2021","5","unittests","test_haclient","TestUrlChecker","","","test_check_ip_with_hostname","Test regex parsing user inputted url as hostname"
"passed","Wed Nov 10 05:05:25 GMT 2021","Wed Nov 10 05:05:25 GMT 2021","346","","behave","","","","add item",""
"passed","Wed Nov 10 05:04:28 GMT 2021","Wed Nov 10 05:04:28 GMT 2021","2","unittests","test_haclient","TestHaClient","","","test_toggle_lights","Test toggle functionality"
"passed","Wed Nov 10 05:04:46 GMT 2021","Wed Nov 10 05:04:53 GMT 2021","7424","","behave","","","","tracker",""
