"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Mar 16 05:50:16 GMT 2022","Wed Mar 16 05:50:16 GMT 2022","638","","behave","","","","toggle on switch",""
"passed","Wed Mar 16 05:50:15 GMT 2022","Wed Mar 16 05:50:15 GMT 2022","381","","behave","","","","turn on switch",""
"passed","Wed Mar 16 05:50:11 GMT 2022","Wed Mar 16 05:50:11 GMT 2022","1","unittests","test_haclient","TestUrlChecker","","","test_ipv6_with_port","Test regex parsing user inputted as ipv6 with port"
"passed","Wed Mar 16 05:50:11 GMT 2022","Wed Mar 16 05:50:11 GMT 2022","0","unittests","test_haclient","TestUrlChecker","","","test_ip_six_full","Test regex parsing user inputted url as ip v6 address"
"passed","Wed Mar 16 05:50:25 GMT 2022","Wed Mar 16 05:50:26 GMT 2022","403","","behave","","","","set light brightness",""
"passed","Wed Mar 16 05:50:11 GMT 2022","Wed Mar 16 05:50:11 GMT 2022","1","unittests","test_haclient","TestUrlChecker","","","test_ip_six_all","Test regex parsing user inputted url as ip v6 address"
"passed","Wed Mar 16 05:50:15 GMT 2022","Wed Mar 16 05:50:16 GMT 2022","386","","behave","","","","toggle off switch",""
"passed","Wed Mar 16 05:50:23 GMT 2022","Wed Mar 16 05:50:25 GMT 2022","2831","","behave","","","","turn on light",""
"passed","Wed Mar 16 05:50:16 GMT 2022","Wed Mar 16 05:50:23 GMT 2022","6150","","behave","","","","turn off switch",""
"passed","Wed Mar 16 05:50:11 GMT 2022","Wed Mar 16 05:50:11 GMT 2022","2","unittests","test_haclient","TestHaClient","","","test_toggle_lights","Test toggle functionality"
"passed","Wed Mar 16 05:50:27 GMT 2022","Wed Mar 16 05:50:28 GMT 2022","1044","","behave","","","","triger automation",""
"passed","Wed Mar 16 05:50:28 GMT 2022","Wed Mar 16 05:50:35 GMT 2022","6563","","behave","","","","tracker",""
"passed","Wed Mar 16 05:50:11 GMT 2022","Wed Mar 16 05:50:11 GMT 2022","4","unittests","test_haclient","TestUrlChecker","","","test_check_ip_with_hostname","Test regex parsing user inputted url as hostname"
"passed","Wed Mar 16 05:50:11 GMT 2022","Wed Mar 16 05:50:11 GMT 2022","0","unittests","test_haclient","TestHaClient","","","test_mock_ssl_no_port","Test with ssl and without port number specified"
"passed","Wed Mar 16 05:50:26 GMT 2022","Wed Mar 16 05:50:26 GMT 2022","385","","behave","","","","increase light brightness",""
"passed","Wed Mar 16 05:50:26 GMT 2022","Wed Mar 16 05:50:27 GMT 2022","576","","behave","","","","decrease light brightness",""
"passed","Wed Mar 16 05:50:11 GMT 2022","Wed Mar 16 05:50:11 GMT 2022","1","unittests","test_haclient","TestHaClient","","","test_broke_entity","Test behavior with non-exist entity"
"passed","Wed Mar 16 05:50:11 GMT 2022","Wed Mar 16 05:50:11 GMT 2022","0","unittests","test_haclient","TestHaClient","","","test_mock_ssl","Test with ssl"
"passed","Wed Mar 16 05:50:11 GMT 2022","Wed Mar 16 05:50:11 GMT 2022","0","unittests","test_haclient","TestUrlChecker","","","test_wrong_entry","Test regex parsing user inputted url that should fail"
"passed","Wed Mar 16 05:50:11 GMT 2022","Wed Mar 16 05:50:11 GMT 2022","0","unittests","test_haclient","TestUrlChecker","","","test_ip_four","Test regex parsing user inputted url as ip v4 address"
"passed","Wed Mar 16 05:50:11 GMT 2022","Wed Mar 16 05:50:11 GMT 2022","31","unittests","test_haclient","TestHaClient","","","test_light_nossl","Test base turn on/off behavior.
         This need running HA session!
        "
"passed","Wed Mar 16 05:50:14 GMT 2022","Wed Mar 16 05:50:15 GMT 2022","1004","","behave","","","","read sensor",""
"passed","Wed Mar 16 05:50:36 GMT 2022","Wed Mar 16 05:50:36 GMT 2022","544","","behave","","","","add item",""
"passed","Wed Mar 16 05:50:27 GMT 2022","Wed Mar 16 05:50:27 GMT 2022","693","","behave","","","","turn off light",""
"passed","Wed Mar 16 05:50:35 GMT 2022","Wed Mar 16 05:50:36 GMT 2022","821","","behave","","","","set climate temperature",""
