"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Nov 29 05:34:06 GMT 2021","Mon Nov 29 05:34:07 GMT 2021","394","","behave","","","","toggle on switch",""
"passed","Mon Nov 29 05:34:01 GMT 2021","Mon Nov 29 05:34:01 GMT 2021","31","unittests","test_haclient","TestHaClient","","","test_light_nossl","Test base turn on/off behavior.
         This need running HA session!
        "
"passed","Mon Nov 29 05:34:16 GMT 2021","Mon Nov 29 05:34:17 GMT 2021","385","","behave","","","","increase light brightness",""
"passed","Mon Nov 29 05:34:16 GMT 2021","Mon Nov 29 05:34:16 GMT 2021","415","","behave","","","","set light brightness",""
"passed","Mon Nov 29 05:34:01 GMT 2021","Mon Nov 29 05:34:01 GMT 2021","1","unittests","test_haclient","TestHaClient","","","test_mock_ssl_no_port","Test with ssl and without port number specified"
"passed","Mon Nov 29 05:34:26 GMT 2021","Mon Nov 29 05:34:27 GMT 2021","565","","behave","","","","add item",""
"passed","Mon Nov 29 05:34:07 GMT 2021","Mon Nov 29 05:34:08 GMT 2021","1014","","behave","","","","turn off switch",""
"passed","Mon Nov 29 05:34:08 GMT 2021","Mon Nov 29 05:34:16 GMT 2021","8208","","behave","","","","turn on light",""
"passed","Mon Nov 29 05:34:01 GMT 2021","Mon Nov 29 05:34:01 GMT 2021","1","unittests","test_haclient","TestUrlChecker","","","test_ip_six_all","Test regex parsing user inputted url as ip v6 address"
"passed","Mon Nov 29 05:34:01 GMT 2021","Mon Nov 29 05:34:01 GMT 2021","0","unittests","test_haclient","TestHaClient","","","test_mock_ssl","Test with ssl"
"passed","Mon Nov 29 05:34:01 GMT 2021","Mon Nov 29 05:34:01 GMT 2021","0","unittests","test_haclient","TestUrlChecker","","","test_ipv6_with_port","Test regex parsing user inputted as ipv6 with port"
"passed","Mon Nov 29 05:34:17 GMT 2021","Mon Nov 29 05:34:18 GMT 2021","668","","behave","","","","turn off light",""
"passed","Mon Nov 29 05:34:01 GMT 2021","Mon Nov 29 05:34:01 GMT 2021","0","unittests","test_haclient","TestUrlChecker","","","test_ip_four","Test regex parsing user inputted url as ip v4 address"
"passed","Mon Nov 29 05:34:18 GMT 2021","Mon Nov 29 05:34:26 GMT 2021","7509","","behave","","","","tracker",""
"passed","Mon Nov 29 05:34:06 GMT 2021","Mon Nov 29 05:34:06 GMT 2021","391","","behave","","","","toggle off switch",""
"passed","Mon Nov 29 05:34:26 GMT 2021","Mon Nov 29 05:34:26 GMT 2021","772","","behave","","","","set climate temperature",""
"passed","Mon Nov 29 05:34:01 GMT 2021","Mon Nov 29 05:34:01 GMT 2021","1","unittests","test_haclient","TestHaClient","","","test_broke_entity","Test behavior with non-exist entity"
"passed","Mon Nov 29 05:34:01 GMT 2021","Mon Nov 29 05:34:01 GMT 2021","0","unittests","test_haclient","TestUrlChecker","","","test_wrong_entry","Test regex parsing user inputted url that should fail"
"passed","Mon Nov 29 05:34:01 GMT 2021","Mon Nov 29 05:34:01 GMT 2021","2","unittests","test_haclient","TestHaClient","","","test_toggle_lights","Test toggle functionality"
"passed","Mon Nov 29 05:34:17 GMT 2021","Mon Nov 29 05:34:17 GMT 2021","345","","behave","","","","decrease light brightness",""
"passed","Mon Nov 29 05:34:01 GMT 2021","Mon Nov 29 05:34:01 GMT 2021","6","unittests","test_haclient","TestUrlChecker","","","test_check_ip_with_hostname","Test regex parsing user inputted url as hostname"
"passed","Mon Nov 29 05:34:04 GMT 2021","Mon Nov 29 05:34:05 GMT 2021","1099","","behave","","","","read sensor",""
"passed","Mon Nov 29 05:34:01 GMT 2021","Mon Nov 29 05:34:01 GMT 2021","0","unittests","test_haclient","TestUrlChecker","","","test_ip_six_full","Test regex parsing user inputted url as ip v6 address"
"passed","Mon Nov 29 05:34:05 GMT 2021","Mon Nov 29 05:34:06 GMT 2021","386","","behave","","","","turn on switch",""
"passed","Mon Nov 29 05:34:18 GMT 2021","Mon Nov 29 05:34:18 GMT 2021","365","","behave","","","","triger automation",""
