"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 22 06:17:41 GMT 2022","Tue Mar 22 06:17:52 GMT 2022","10303","","behave","","","","where is skill conflict -- @1.2 where is skill conflict",""
"passed","Tue Mar 22 06:17:31 GMT 2022","Tue Mar 22 06:17:41 GMT 2022","10303","","behave","","","","where is skill conflict -- @1.1 where is skill conflict",""
"passed","Tue Mar 22 06:16:56 GMT 2022","Tue Mar 22 06:16:56 GMT 2022","0","unittests","test_haclient","TestUrlChecker","","","test_wrong_entry","Test regex parsing user inputted url that should fail"
"passed","Tue Mar 22 06:16:56 GMT 2022","Tue Mar 22 06:16:56 GMT 2022","0","unittests","test_haclient","TestHaClient","","","test_mock_ssl","Test with ssl"
"passed","Tue Mar 22 06:17:22 GMT 2022","Tue Mar 22 06:17:22 GMT 2022","376","","behave","","","","increase light brightness",""
"passed","Tue Mar 22 06:17:11 GMT 2022","Tue Mar 22 06:17:11 GMT 2022","386","","behave","","","","turn on switch",""
"passed","Tue Mar 22 06:16:56 GMT 2022","Tue Mar 22 06:16:56 GMT 2022","1","unittests","test_haclient","TestUrlChecker","","","test_ip_six_all","Test regex parsing user inputted url as ip v6 address"
"passed","Tue Mar 22 06:18:12 GMT 2022","Tue Mar 22 06:18:12 GMT 2022","349","","behave","","","","set climate temperature",""
"passed","Tue Mar 22 06:17:22 GMT 2022","Tue Mar 22 06:17:23 GMT 2022","668","","behave","","","","turn off light",""
"passed","Tue Mar 22 06:17:13 GMT 2022","Tue Mar 22 06:17:21 GMT 2022","8211","","behave","","","","turn on light",""
"passed","Tue Mar 22 06:16:56 GMT 2022","Tue Mar 22 06:16:56 GMT 2022","4","unittests","test_haclient","TestUrlChecker","","","test_check_ip_with_hostname","Test regex parsing user inputted url as hostname"
"passed","Tue Mar 22 06:17:22 GMT 2022","Tue Mar 22 06:17:22 GMT 2022","347","","behave","","","","decrease light brightness",""
"passed","Tue Mar 22 06:18:23 GMT 2022","Tue Mar 22 06:18:24 GMT 2022","392","","behave","","","","show image",""
"passed","Tue Mar 22 06:17:12 GMT 2022","Tue Mar 22 06:17:12 GMT 2022","388","","behave","","","","toggle on switch",""
"passed","Tue Mar 22 06:17:11 GMT 2022","Tue Mar 22 06:17:12 GMT 2022","388","","behave","","","","toggle off switch",""
"passed","Tue Mar 22 06:16:56 GMT 2022","Tue Mar 22 06:16:56 GMT 2022","1","unittests","test_haclient","TestHaClient","","","test_toggle_lights","Test toggle functionality"
"passed","Tue Mar 22 06:18:12 GMT 2022","Tue Mar 22 06:18:13 GMT 2022","337","","behave","","","","add item",""
"passed","Tue Mar 22 06:16:56 GMT 2022","Tue Mar 22 06:16:56 GMT 2022","0","unittests","test_haclient","TestHaClient","","","test_mock_ssl_no_port","Test with ssl and without port number specified"
"passed","Tue Mar 22 06:16:56 GMT 2022","Tue Mar 22 06:16:56 GMT 2022","0","unittests","test_haclient","TestHaClient","","","test_broke_entity","Test behavior with non-exist entity"
"passed","Tue Mar 22 06:17:12 GMT 2022","Tue Mar 22 06:17:13 GMT 2022","1016","","behave","","","","turn off switch",""
"passed","Tue Mar 22 06:16:56 GMT 2022","Tue Mar 22 06:16:56 GMT 2022","1","unittests","test_haclient","TestUrlChecker","","","test_ipv6_with_port","Test regex parsing user inputted as ipv6 with port"
"passed","Tue Mar 22 06:18:13 GMT 2022","Tue Mar 22 06:18:23 GMT 2022","10303","","behave","","","","show image of missing entity",""
"passed","Tue Mar 22 06:16:56 GMT 2022","Tue Mar 22 06:16:56 GMT 2022","0","unittests","test_haclient","TestUrlChecker","","","test_ip_four","Test regex parsing user inputted url as ip v4 address"
"passed","Tue Mar 22 06:17:21 GMT 2022","Tue Mar 22 06:17:22 GMT 2022","413","","behave","","","","set light brightness",""
"passed","Tue Mar 22 06:16:56 GMT 2022","Tue Mar 22 06:16:56 GMT 2022","0","unittests","test_haclient","TestUrlChecker","","","test_ip_six_full","Test regex parsing user inputted url as ip v6 address"
"passed","Tue Mar 22 06:17:23 GMT 2022","Tue Mar 22 06:17:23 GMT 2022","370","","behave","","","","triger automation",""
"passed","Tue Mar 22 06:17:06 GMT 2022","Tue Mar 22 06:17:11 GMT 2022","4495","","behave","","","","read sensor",""
"passed","Tue Mar 22 06:18:02 GMT 2022","Tue Mar 22 06:18:12 GMT 2022","10303","","behave","","","","where is skill conflict -- @1.4 where is skill conflict",""
"passed","Tue Mar 22 06:17:52 GMT 2022","Tue Mar 22 06:18:02 GMT 2022","10302","","behave","","","","where is skill conflict -- @1.3 where is skill conflict",""
"passed","Tue Mar 22 06:16:56 GMT 2022","Tue Mar 22 06:16:56 GMT 2022","36","unittests","test_haclient","TestHaClient","","","test_light_nossl","Test base turn on/off behavior.
         This need running HA session!
        "
"passed","Tue Mar 22 06:17:23 GMT 2022","Tue Mar 22 06:17:31 GMT 2022","7475","","behave","","","","tracker",""
