"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 25 17:12:41 GMT 2021","Mon Oct 25 17:12:41 GMT 2021","412","","behave","","","","set light brightness",""
"passed","Mon Oct 25 17:12:43 GMT 2021","Mon Oct 25 17:12:43 GMT 2021","366","","behave","","","","triger automation",""
"passed","Mon Oct 25 17:12:51 GMT 2021","Mon Oct 25 17:12:52 GMT 2021","538","","behave","","","","add item",""
"passed","Mon Oct 25 17:12:43 GMT 2021","Mon Oct 25 17:12:51 GMT 2021","7501","","behave","","","","tracker",""
"passed","Mon Oct 25 17:12:42 GMT 2021","Mon Oct 25 17:12:43 GMT 2021","667","","behave","","","","turn off light",""
"passed","Mon Oct 25 17:12:51 GMT 2021","Mon Oct 25 17:12:51 GMT 2021","810","","behave","","","","set climate temperature",""
"passed","Mon Oct 25 17:12:25 GMT 2021","Mon Oct 25 17:12:25 GMT 2021","32","unittests","test_haclient","TestHaClient","","","test_light_nossl","Test base turn on/off behavior.
         This need running HA session!
        "
"passed","Mon Oct 25 17:12:42 GMT 2021","Mon Oct 25 17:12:42 GMT 2021","350","","behave","","","","decrease light brightness",""
"passed","Mon Oct 25 17:12:25 GMT 2021","Mon Oct 25 17:12:25 GMT 2021","0","unittests","test_haclient","TestHaClient","","","test_check_ip_with_ip_six","Test regex parsing user inputted url as ip v4 address"
"passed","Mon Oct 25 17:12:25 GMT 2021","Mon Oct 25 17:12:25 GMT 2021","1","unittests","test_haclient","TestHaClient","","","test_mock_ssl","Test with ssl"
"passed","Mon Oct 25 17:12:31 GMT 2021","Mon Oct 25 17:12:31 GMT 2021","350","","behave","","","","turn on switch",""
"passed","Mon Oct 25 17:12:25 GMT 2021","Mon Oct 25 17:12:25 GMT 2021","0","unittests","test_haclient","TestHaClient","","","test_check_ip_with_ip_four","Test regex parsing user inputted url as ip v4 address"
"passed","Mon Oct 25 17:12:41 GMT 2021","Mon Oct 25 17:12:42 GMT 2021","392","","behave","","","","increase light brightness",""
"passed","Mon Oct 25 17:12:25 GMT 2021","Mon Oct 25 17:12:25 GMT 2021","4","unittests","test_haclient","TestHaClient","","","test_check_ip_with_hostname","Test regex parsing user inputted url as hostname"
"passed","Mon Oct 25 17:12:33 GMT 2021","Mon Oct 25 17:12:41 GMT 2021","8202","","behave","","","","turn on light",""
"passed","Mon Oct 25 17:12:25 GMT 2021","Mon Oct 25 17:12:25 GMT 2021","1","unittests","test_haclient","TestHaClient","","","test_mock_ssl_no_port","Test with ssl and without port number specified"
"passed","Mon Oct 25 17:12:29 GMT 2021","Mon Oct 25 17:12:31 GMT 2021","1090","","behave","","","","read sensor",""
"passed","Mon Oct 25 17:12:32 GMT 2021","Mon Oct 25 17:12:33 GMT 2021","1014","","behave","","","","turn off switch",""
"passed","Mon Oct 25 17:12:25 GMT 2021","Mon Oct 25 17:12:25 GMT 2021","2","unittests","test_haclient","TestHaClient","","","test_toggle_lights","Test toggle functionality"
"passed","Mon Oct 25 17:12:31 GMT 2021","Mon Oct 25 17:12:31 GMT 2021","393","","behave","","","","toggle off switch",""
"passed","Mon Oct 25 17:12:31 GMT 2021","Mon Oct 25 17:12:32 GMT 2021","392","","behave","","","","toggle on switch",""
"passed","Mon Oct 25 17:12:25 GMT 2021","Mon Oct 25 17:12:25 GMT 2021","1","unittests","test_haclient","TestHaClient","","","test_broke_entity","Test behavior with non-exist entity"
